Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Aurora,Agile SCM,200.0,4.5,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,29702915,218000,70,149000,52,54,ACB,243179088.0,NCM,False
Waymo,Demand-Driven SCM,500.0,10.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,37709732,219000,60,149500,53,55,,351225472.0,,False
Johnson & Johnson,Agile SCM,300.0,5.0,8.0,94.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,49007335,220000,61,150000,54,56,JNJ,394516561920.0,NYQ,True
Pfizer,Lean Manufacturing,500.0,6.0,20.0,89.0,93.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,80.0,9.0,12.0,Medium,85.0,80.0,51757121,221000,62,150500,55,57,PFE,142977253376.0,NYQ,True
Merck,Agile SCM,250.0,5.0,7.0,98.0,85.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,22383811,222000,63,151000,56,58,MRK,225398571008.0,NYQ,True
Novartis,Lean Manufacturing,300.0,4.2,18.0,87.0,92.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,88146619,223000,64,151500,57,59,NVS,222335893504.0,NYQ,True
Roche,Agile SCM,250.0,6.5,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,99967872,224000,65,152000,58,60,ROG.SW,237755809792.0,EBS,False
Sanofi,Lean Manufacturing,10000.0,7.5,15.0,91.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,33698789,225000,66,152500,59,40,SNY,136651259904.0,NMS,True
GSK,Vendor Managed Inventory,100.0,5.8,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,91893488,226000,67,153000,60,41,GSK,78760747008.0,NYQ,True
AstraZeneca,Efficient Consumer Response,75000.0,5.0,10.0,90.0,85.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,82.0,11.0,8.0,High,87.0,85.0,101750177,227000,68,153500,61,42,AZN,228773347328.0,NMS,True
AbbVie,Sustainable SCM,70000.0,5.5,12.0,88.0,88.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,75.0,8.0,15.0,Medium,80.0,78.0,17541338,228000,69,154000,62,43,ABBV,363153883136.0,NYQ,True
Amgen,Lean Manufacturing,100.0,6.5,12.0,89.0,89.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,34755915,229000,70,154500,63,44,AMGN,164895080448.0,NMS,True
Bristol-Myers Squibb,Agile SCM,200.0,6.0,12.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,80.0,9.0,8.0,High,88.0,85.0,48518373,230000,60,155000,64,45,BMY,122126295040.0,NYQ,True
Eli Lilly,Lean Manufacturing,500.0,5.0,14.0,90.0,90.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,100712412,231000,61,155500,65,46,LLY,738604941312.0,NYQ,True
Bayer,Agile SCM,300.0,5.8,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,72931049,232000,62,156000,50,47,BMW.DE,47020453888.0,GER,False
Takeda,Demand-Driven SCM,300.0,4.0,10.0,94.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,84302961,233000,63,156500,51,48,TAK,47551983616.0,NYQ,True
Biogen,Lean Manufacturing,500.0,4.5,14.0,88.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,80.0,10.0,10.0,Medium,85.0,80.0,100145810,234000,64,157000,52,49,BIIB,20253908992.0,NMS,True
Regeneron,Agile SCM,400.0,5.5,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,85.0,10.0,5.0,High,90.0,85.0,60303850,235000,65,157500,53,50,REGN,69679382528.0,NMS,True
Vertex,Vendor Managed Inventory,150.0,5.8,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,102912285,236000,66,158000,54,51,VRTX,126517862400.0,NMS,True
Moderna,Vendor Managed Inventory,100.0,5.2,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,61553125,237000,67,158500,55,52,MRNA,12031708160.0,NMS,True
Gilead Sciences,Agile SCM,200.0,4.2,11.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,85.0,10.0,8.0,High,88.0,85.0,101926049,238000,68,159000,56,53,GILD,139360763904.0,NMS,True
CSL Behring,Agile SCM,150.0,8.2,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,6404004,239000,69,159500,57,54,,351225472.0,,False
Alcon,Sustainable SCM,20000.0,4.2,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,89165629,240000,70,160000,58,55,ALC,47369371648.0,NYQ,True
Bausch Health,Vendor Managed Inventory,100.0,5.0,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,48763533,241000,60,160500,59,56,BHC,2388780800.0,NYQ,True
Illumina,Just-In-Time,1300000.0,5.8,2.0,98.0,89.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,66209792,242000,61,161000,60,57,ILMN,12672000000.0,NMS,True
Thermo Fisher Scientific,Vendor Managed Inventory,200.0,4.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,92526140,243000,62,161500,61,58,TMO,188690857984.0,NYQ,True
Bio-Rad Laboratories,Lean Manufacturing,300.0,4.0,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,16934381,244000,63,162000,62,59,BIO,6922414080.0,NYQ,True
PerkinElmer,Lean Manufacturing,100.0,6.0,12.0,89.0,85.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,67607728,245000,64,162500,63,60,PKN.BE,,BER,False
Agilent Technologies,Lean Manufacturing,400.0,4.5,18.0,88.0,90.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,40657663,246000,65,163000,64,40,A,33268670464.0,NYQ,True
Danaher,Vendor Managed Inventory,150.0,6.5,11.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,31146083,247000,66,163500,65,41,DHR,147275382784.0,NYQ,True
Quest Diagnostics,Agile SCM,150.0,6.0,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,109164721,248000,67,164000,50,42,DGX,18569949184.0,NYQ,True
LabCorp,Vendor Managed Inventory,100.0,4.2,10.0,90.0,90.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,32425302,249000,68,164500,51,43,LH,19252674560.0,NYQ,True
Siemens Healthineers,Agile SCM,300.0,4.5,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,99952218,250000,69,165000,52,44,SHL1.SG,,STU,False
GE Healthcare,Agile SCM,150.0,10.0,10.0,92.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,65432284,251000,70,165500,53,45,GEHC,36588412928.0,NMS,True
Philips Healthcare,Lean Manufacturing,500.0,6.2,20.0,88.0,88.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,80.0,25329098,252000,60,166000,54,46,,351225472.0,,False
Medtronic,Lean Manufacturing,400.0,4.2,18.0,90.0,94.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,53777025,253000,61,166500,55,47,MDT,112388980736.0,NYQ,True
Abbott Laboratories,Agile SCM,300.0,5.0,7.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,90.0,12.0,3.0,High,95.0,90.0,3344770,254000,62,167000,56,48,ABT,226883747840.0,NYQ,True
Boston Scientific,Lean Manufacturing,300.0,6.0,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,21739357,255000,63,167500,57,49,BSX,146960384000.0,NYQ,True
Stryker,Vendor Managed Inventory,100.0,5.0,12.0,91.0,87.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,61681550,256000,64,168000,58,50,SYK,139125637120.0,NYQ,True
Zimmer Biomet,Lean Manufacturing,300.0,5.2,22.0,89.0,91.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,79214743,257000,65,168500,59,51,ZBH,22346813440.0,NYQ,True
Intuitive Surgical,Demand-Driven SCM,300.0,4.2,10.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,80497274,258000,66,169000,60,52,ISRG,176213983232.0,NMS,True
Edwards Lifesciences,Lean Manufacturing,10000.0,4.2,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,56024142,259000,67,169500,61,53,EW,41535889408.0,NYQ,True
Becton Dickinson,Sustainable SCM,20000.0,5.8,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,72571675,260000,68,170000,62,54,BDX,65323212800.0,NYQ,True
Hologic,Lean Manufacturing,500.0,4.0,20.0,88.0,89.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,80.0,107913200,261000,69,170500,63,55,HOLX,13841334272.0,NMS,True
ResMed,Vendor Managed Inventory,200.0,10.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,37317457,262000,70,171000,64,56,RMD,32301930496.0,NYQ,True
Dexcom,Lean Manufacturing,100.0,4.0,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,48170988,263000,60,171500,65,57,DXCM,26561327104.0,NMS,True
Masimo,Vendor Managed Inventory,150.0,6.0,11.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,11609077,264000,61,172000,50,58,MASI,8837456896.0,NMS,True
Align Technology,Agile SCM,250.0,5.2,7.0,98.0,85.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,55229239,265000,62,172500,51,59,ALGN,11717474304.0,NMS,True
Cooper Companies,Lean Manufacturing,400.0,6.0,18.0,88.0,90.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,50296558,266000,63,173000,52,60,COO,16750396416.0,NMS,True
Hill-Rom,Agile SCM,200.0,50.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,44910238,267000,64,173500,53,40,,351225472.0,,False
Teleflex,Sustainable SCM,20000.0,6.2,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,81550309,268000,65,174000,54,41,TFX,6389303808.0,NYQ,True
Envista Holdings,Lean Manufacturing,500.0,4.2,14.0,90.0,94.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,10.0,Medium,85.0,80.0,79452961,269000,66,174500,55,42,NVST,2922030336.0,NYQ,True
Cardinal Health,Agile SCM,200.0,10.0,7.0,99.0,91.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,88.0,15.0,3.0,High,95.0,90.0,101164454,270000,67,175000,56,43,CAH,32959539200.0,NYQ,True
McKesson,Lean Manufacturing,300.0,5.2,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,102932339,271000,68,175500,57,44,MCK,83725287424.0,NYQ,True
AmerisourceBergen,Vendor Managed Inventory,100.0,3.5,12.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,24947745,272000,69,176000,58,45,ABG.BE,,BER,False
Henry Schein,Agile SCM,250.0,8.2,7.0,98.0,88.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,55174260,273000,70,176500,59,46,HSIC,8521026048.0,NMS,True
Owens & Minor,Sustainable SCM,20000.0,5.2,11.0,90.0,93.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,15421041,274000,60,177000,60,47,OMI,662781824.0,NYQ,True
Patterson Companies,Vendor Managed Inventory,150.0,7.0,9.0,92.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,85.0,12.0,8.0,High,88.0,85.0,3699392,275000,61,177500,61,48,PDCO,2761267200.0,NMS,True
Cerner,Just-In-Time,1300000.0,5.5,2.0,98.0,89.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,67227699,276000,62,178000,62,49,,351225472.0,,False
Allscripts,Lean Manufacturing,200.0,6.0,15.0,91.0,91.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,85.0,105995957,277000,63,178500,63,50,AL21.SG,,STU,False
Epic Systems,Agile SCM,200.0,6.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,72073915,278000,64,179000,64,51,,351225472.0,,False
McKesson Technology Solutions,Demand-Driven SCM,500.0,10.0,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,71275365,279000,65,179500,65,52,,351225472.0,,False
Optum,Agile SCM,150.0,8.3,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,59387254,280000,66,180000,50,53,,351225472.0,,False
Athenahealth,Agile SCM,250.0,6.0,9.0,93.0,94.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,14421669,281000,67,180500,51,54,,351225472.0,,False
Meditech,Agile SCM,300.0,5.0,7.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,90.0,12.0,3.0,High,95.0,90.0,38334883,282000,68,181000,52,55,0J7G.L,,LSE,False
NextGen Healthcare,Cross-Docking,100000.0,7.5,2.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,80.0,12.0,5.0,High,90.0,85.0,94555919,283000,69,181500,53,56,,351225472.0,,False
eClinicalWorks,Agile SCM,200.0,6.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,97935969,284000,70,182000,54,57,,351225472.0,,False
Greenway Health,Lean Manufacturing,10000.0,6.0,15.0,91.0,91.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,86343265,285000,60,182500,55,58,,351225472.0,,False
CPSI,Just-In-Time,1000000.0,4.0,3.0,97.0,90.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,103326343,286000,61,183000,56,59,CPSIX,,NAS,True
GE Centricity,Agile SCM,200.0,4.2,12.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,54564055,287000,62,183500,57,60,,351225472.0,,False
Siemens Soarian,Demand-Driven SCM,300.0,4.5,10.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,57658083,288000,63,184000,58,40,,351225472.0,,False
IBM Watson Health,Vendor Managed Inventory,150.0,5.0,11.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,40201138,289000,64,184500,59,41,,351225472.0,,False
Philips Wellcentive,Vendor Managed Inventory,100.0,4.5,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,38720112,290000,65,185000,60,42,,351225472.0,,False
Change Healthcare,Vendor Managed Inventory,100.0,4.0,10.0,90.0,87.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,70286690,291000,66,185500,61,43,,351225472.0,,False
Inovalon,Lean Manufacturing,300.0,5.0,22.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,46321409,292000,67,186000,62,44,,351225472.0,,False
Cognizant TriZetto,Lean Manufacturing,400.0,5.8,18.0,90.0,85.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,80197727,293000,68,186500,63,45,,351225472.0,,False
Orion Health,Lean Manufacturing,400.0,5.5,18.0,88.0,85.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,99223554,294000,69,187000,64,46,,351225472.0,,False
Practice Fusion,Lean Manufacturing,300.0,4.0,18.0,87.0,92.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,56996737,295000,70,187500,65,47,,351225472.0,,False
Zocdoc,Agile SCM,150.0,7.7,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,105996449,296000,60,188000,50,48,,351225472.0,,False
Doximity,Lean Manufacturing,500.0,9.0,14.0,90.0,89.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,71209538,297000,61,188500,51,49,DOCS,10978639872.0,NYQ,True
Teladoc Health,Lean Manufacturing,1200.0,2.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,109843648,298000,62,189000,52,50,TDOC,1405006464.0,NYQ,True
American Well,Agile SCM,359.0,1.0,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,85.0,43369429,299000,63,189500,53,51,AMWL,122070200.0,NYQ,True
MDLive,Sustainable SCM,459.0,7.0,4.0,95.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,80.0,12.0,5.0,High,90.0,85.0,271837,300000,64,190000,54,52,,351225472.0,,False
Doctor on Demand,Agile SCM,876.0,8.0,15.0,95.0,91.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,78.0,8.0,12.0,Medium,88.0,85.0,68574554,301000,65,190500,55,53,,351225472.0,,False
Livongo Health,Lean Manufacturing,655.0,5.0,12.0,89.0,88.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,50234073,302000,66,191000,56,54,,351225472.0,,False
Omada Health,Agile SCM,4444.0,5.8,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,1983510,303000,67,191500,57,55,,351225472.0,,False
Proteus Digital Health,Demand-Driven SCM,433.0,4.0,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,81200126,304000,68,192000,58,56,,351225472.0,,False
Pear Therapeutics,Agile SCM,12000.0,4.0,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,85.0,10.0,7.0,High,90.0,85.0,2235001,305000,69,192500,59,57,,351225472.0,,False
Akili Interactive,Lean Manufacturing,300.0,6.0,5.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,68979793,306000,70,193000,60,58,,351225472.0,,False
Happify Health,Agile SCM,200.0,4.5,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,60736973,307000,60,193500,61,59,,351225472.0,,False
WellDoc,Lean Manufacturing,20000.0,6.5,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,55395427,308000,61,194000,62,60,,351225472.0,,False
BioTelemetry,Agile SCM,500.0,6.0,8.0,94.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,85.0,12.0,7.0,High,90.0,85.0,7102174,309000,62,194500,63,40,,351225472.0,,False
iRhythm Technologies,Lean Manufacturing,100.0,4.2,20.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,80.0,9.0,12.0,Medium,85.0,80.0,21200097,310000,63,195000,64,41,IRTC,3298008064.0,NMS,True
Insulet,Vendor Managed Inventory,200.0,4.5,7.0,98.0,92.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,85241612,311000,64,195500,65,42,PODD,18171002880.0,NMS,True
Tandem Diabetes Care,Efficient Consumer Response,20000.0,10.0,18.0,87.0,89.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,58114586,312000,65,196000,50,43,TNDM,1281605248.0,NGM,False
Senseonics,Sustainable SCM,400.0,6.2,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,63981207,313000,66,196500,51,44,SENS,440325344.0,ASE,True
Dexcom,Lean Manufacturing,1500.0,4.2,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,43381574,314000,67,197000,52,45,DXCM,26561327104.0,NMS,True
Invitae,Agile SCM,200.0,5.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,56294784,315000,68,197500,53,46,,351225472.0,,False
23andMe,Lean Manufacturing,500.0,6.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,82.0,11.0,8.0,High,87.0,85.0,59994989,316000,69,198000,54,47,ME,16265149.0,NCM,False
Myriad Genetics,Agile SCM,300.0,5.0,12.0,88.0,89.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,75.0,8.0,15.0,Medium,80.0,78.0,85382257,317000,70,198500,55,48,MYGN,810824832.0,NMS,True
Illumina,Demand-Driven SCM,500.0,5.2,12.0,89.0,88.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,80.0,10.0,10.0,Medium,85.0,80.0,34045505,318000,60,199000,56,49,ILMN,12672000000.0,NMS,True
